Model_Description,Input_Features,Output_Targets,Total_Parameters,Optimizer,Learning_Rate,Epochs_Trained,Early_Stopping_Enabled,Loss_Function,Metrics_Monitored,Total_MSE_test_set_scaled,Total_MAE_test_set_scaled,Avg_R_squared_unscaled,Avg_MAPE_%_unscaled,R_squared_cement,MAPE_%_cement,R_squared_slag,MAPE_%_slag,R_squared_flyash,MAPE_%_flyash,R_squared_water,MAPE_%_water,R_squared_superplasticizer,MAPE_%_superplasticizer
"dense_4(64,relu) -> dense_5(64,relu) -> dense_6(5,linear)","['coarseaggregate', 'fineaggregate', 'age', 'csMPa']","['cement', 'slag', 'flyash', 'water', 'superplasticizer']",4805,Adam,0.001,100,True,Mean Squared Error (MSE),Mean Absolute Error (MAE),0.3675021529197693,0.4537993371486664,0.5875042613179906,inf,0.7096044827255195,16.066897401829603,0.39029988894101786,inf,0.446347265355886,inf,0.7773561371131298,4.588608512807745,0.6139135324544003,inf
